Episode,Top 1,Top 2,Top 3,Top 5,Top 10,Top k,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
44,0.075,0.125,0.3,0.725,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
45,0.025,0.075,0.175,0.675,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
46,0.025,0.05,0.1,0.3,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
47,0.025,0.05,0.1,0.275,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
48,0.05,0.125,0.275,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
49,0.025,0.05,0.125,0.275,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
50,0.025,0.025,0.075,0.3,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
51,0.025,0.1,0.175,0.45,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
52,0.025,0.075,0.15,0.7,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
53,0.125,0.2,0.375,0.8,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
54,0.1,0.2,0.3,0.625,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
55,0.05,0.125,0.2,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
56,0.025,0.125,0.35,0.675,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
57,0.05,0.125,0.25,0.475,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
58,0.05,0.1,0.175,0.425,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
59,0.025,0.125,0.3,0.7,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
60,0.025,0.075,0.225,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
61,0.05,0.125,0.175,0.5,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
62,0.0,0.05,0.2,0.5,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
63,0.025,0.05,0.175,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
64,0.1,0.125,0.2,0.525,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
65,0.0,0.05,0.075,0.45,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
66,0.05,0.1,0.25,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
67,0.075,0.125,0.225,0.475,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
68,0.025,0.05,0.125,0.375,0.9,1.0,200,5,100,default,mutation-kmeans,40:60
69,0.05,0.075,0.125,0.375,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
70,0.05,0.1,0.175,0.4,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
71,0.025,0.05,0.1,0.4,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
72,0.025,0.05,0.325,0.6,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
73,0.05,0.075,0.15,0.375,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
74,0.025,0.1,0.15,0.375,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
75,0.025,0.075,0.225,0.6,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
76,0.05,0.075,0.1,0.225,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
77,0.0,0.025,0.125,0.475,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
78,0.025,0.1,0.15,0.425,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
79,0.05,0.1,0.175,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
80,0.075,0.175,0.3,0.775,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
81,0.025,0.025,0.125,0.45,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
82,0.025,0.05,0.1,0.3,0.925,1.0,200,5,100,default,mutation-kmeans,40:60
83,0.075,0.125,0.25,0.575,0.925,1.0,200,5,100,default,mutation-kmeans,40:60
84,0.025,0.075,0.15,0.475,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
85,0.025,0.15,0.15,0.525,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
86,0.0,0.1,0.2,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
87,0.05,0.075,0.1,0.225,0.9,1.0,200,5,100,default,mutation-kmeans,40:60
88,0.025,0.1,0.15,0.375,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
89,0.025,0.05,0.075,0.275,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
90,0.025,0.05,0.1,0.375,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
91,0.075,0.1,0.25,0.625,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
92,0.05,0.075,0.15,0.5,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
93,0.025,0.075,0.175,0.55,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
94,0.025,0.075,0.1,0.55,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
95,0.025,0.05,0.075,0.475,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
96,0.025,0.05,0.175,0.4,0.95,1.0,200,5,100,default,mutation-kmeans,40:60
97,0.05,0.15,0.3,0.675,1.0,1.0,200,5,100,default,mutation-kmeans,40:60
98,0.05,0.125,0.15,0.5,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
99,0.05,0.1,0.125,0.25,0.975,1.0,200,5,100,default,mutation-kmeans,40:60
