Episode,Top 1,Top 2,Top 3,Top 5,Top 10,Top k,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
70,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
71,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
72,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
73,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
74,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
75,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
76,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
77,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
78,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
79,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
80,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
81,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
82,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
83,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
84,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
85,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
86,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
87,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
88,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
89,0.0,0.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
90,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
91,0.0,0.0,0.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
92,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
93,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
94,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
95,0.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
96,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
97,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
98,1.0,1.0,1.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
99,0.0,0.0,0.0,1.0,1.0,1.0,200,5,100,default,map-elites,10:90
